# {
#     "changing_threshold": 0.2,
#     "command": "/home/wanglab/anaconda3/envs/voila/bin/voila tsv majiq_splicing/build_simplified/splicegraph.sql majiq_splicing/deltapsi_simplified/ctrl_trt.deltapsi.voila --changing-between-group-dpsi 0.1 -f majiq_splicing/voilaOutput_simplified/3vs3_filtedtbl_noProbThreshold.tsv",
#     "group_sizes": {
#         "ctrl": 3,
#         "trt": 3
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.4.dev3+g85d07819"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	ctrl_mean_psi	trt_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
CNOT10	ENSG00000182973.20	ENSG00000182973.20:s:32685145-32685482	0.4280;-0.4280	9.999e-01;9.999e-01	1.088e-10;1.183e-10	0.1551;0.8449	0.5787;0.4213	s|1e1.1o1|1e2.3o3	2	3	1;0	chr3	+	32685482-32685774;32685482-32703868	32685145-32685482;32685774-na;32703791-32703962		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A32703962-32685145
GTF2H2C	ENSG00000183474.16	ENSG00000183474.16:t:69565100-69565133	0.0315;-0.2015;0.1455	8.911e-05;5.112e-01;1.775e-01	2.340e-04;3.209e-06;1.237e-05	0.0559;0.7983;0.1483	0.1116;0.5804;0.3037	t|1e1.1o1|1e2.1o2|1e3.1o1	3	4	0;0;0	chr5	+	69560242-69565100;69560403-69565100;69562770-69565100	69560191-69560242;69560242-69560601;69562652-69562770;69565100-69565133		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A69565133-69560191
SETD3	ENSG00000183576.13	ENSG00000183576.13:s:99411279-99413250	0.2173;-0.2173	6.176e-01;6.176e-01	4.338e-07;4.338e-07	0.0501;0.9499	0.2763;0.7237	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	-	99410215-99412951;99406590-99412951	99406516-99406590;99409804-99410215;99411279-99413250		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr14%3A99413250-99406516
LSM2	ENSG00000204392.11	ENSG00000204392.11:s:31806075-31806142	0.1995;-0.2375;0.0307	4.953e-01;7.303e-01;1.668e-05	1.051e-06;1.294e-07;5.602e-04	0.0345;0.9410;0.0243	0.2387;0.6866;0.0727	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr6	-	31802905-31806075;31798507-31806075;31798049-31806075	31797990-31798049;31798477-31798507;31802880-31802905;31806075-31806142		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A31806142-31797990
ALOX12-AS1	ENSG00000215067.11	ENSG00000215067.11:t:7001132-7002620	-0.2283;0.2283	6.391e-01;6.391e-01	9.092e-06;9.092e-06	0.3988;0.6012	0.1405;0.8595	t|1e1.1o2|1e2.1o1	2	3	0;0	chr17	-	7002620-7012196;7002620-7009796	7001132-7002620;7009796-7009889;7011307-7012530		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr17%3A7012530-7001132
VPS52	ENSG00000223501.9	ENSG00000223501.9:s:33267865-33267997	-0.2147;0.2147	5.729e-01;5.729e-01	1.038e-05;1.038e-05	0.8524;0.1476	0.6050;0.3950	s|1e1.1o1|1e2.1o1	2	3	0;0	chr6	-	33267739-33267865;33266712-33267865	33266557-33266712;33267466-33267739;33267865-33267997		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A33267997-33266557
OLMALINC	ENSG00000235823.4	ENSG00000235823.4:s:100373513-100375033	0.0024;0.1831;-0.2157	4.770e-10;4.310e-01;5.920e-01	2.553e-02;1.339e-05;8.274e-06	0.0048;0.2058;0.7894	0.0336;0.4220;0.5443	s|1e1.1o3|1e1.2o3|1e2.1o2	3	3	0;0;0	chr10	+	100374012-100380895;100374012-100380983;100374012-100381216	100373513-100375033;100380895-100381109;100381216-100381455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A100381455-100373513
ENSG00000257261	ENSG00000257261.7	ENSG00000257261.7:t:46387747-46387972	-0.0044;-0.3132;0.3317	6.846e-05;9.244e-01;9.771e-01	4.402e-04;8.230e-07;1.633e-08	0.1277;0.8402;0.0320	0.1173;0.5104;0.3720	t|1e1.1o2|1e1.2o2|1e2.1o2	3	3	0;0;0	chr12	+	46383695-46387747;46383713-46387747;46384161-46387747	46383652-46383713;46384107-46384989;46387747-46387972		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A46387972-46383652
ENSG00000268643	ENSG00000268643.2	ENSG00000268643.2:s:42254978-42255132	-0.2771;0.2771	9.612e-01;9.612e-01	1.361e-10;1.349e-10	0.9866;0.0134	0.6965;0.3035	s|1e1.1o1|1e2.1o1	2	3	1;0	chr19	-	42249942-42254978;42240142-42254978	na-42249942;42239955-42240142;42254978-42255132		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A42255132-42239955
LSP1P5	ENSG00000288905.1	ENSG00000288905.1:t:144738997-144739346	-0.3739;0.3739	9.691e-01;9.691e-01	9.589e-07;9.588e-07	0.5905;0.4095	0.2115;0.7885	t|1e1.1o1|1e2.1o1	2	3	0;0	chr1	+	144720690-144738997;144721138-144738997	144720556-144720690;144721061-144721138;144738997-144739346		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A144739346-144720556
